179
428
13 380 141 126 115 72 378 53 347 380 457 280 45 303 217 17 16 48 112 120 259 309 14 288 102 367 333 360 280 215 113 230
302 143 415 446 4 389 413 82 358 217 175 143 80 111 491 391 173 53 48 195 50 184 434 177 310 136 414 23 374 236 275 64
499 473 194 41 283 151 425 322 317 454 442 186 296 99 361 36 24 339 117 396 149 41 438 120 444 52 195 143 233 326 428 187
84 190 182 108 344 137 360 480 350 332 37 312 326 88 274 374 126 84 237 195 139 474 328 353 286 113 351 167 432 394 398 29
118 421 17 413 162 206 138 34 109 468 483 291 449 368 162 109 336 256 203 453 469 330 235 74 136 72 127 382 288 276 135 383
300 220 460 299 205 186 113 71 261 253 47 387 25 441 57 79 322 82 406 349 217 306 33 198 196 306 240 271 129 498 284 441
483 6 349 370 59 350 454 275 385 137 394 329 175 58 151 223 81 233 2 489 370 449 369 135 498 257 391 92 260 468 55 446
321 153 431 328 260 312 102 79 192 391 83 277 489 399 473 272 471 1 307 166 251 10 58 476 186 450 426 414 158 123 30 124
450 291 485 41 44 375 249 418 36 390 273 393 65 66 338 244 485 282 85 136 271 447 311 217 494 109 476 277 387 374 354 103
366 160 205 344 333 192 225 461 265 232 62 127 116 33 174 11 302 284 118 302 113 4 37 363 324 31 118 35 464 17 441 170
37 264 122 143 343 249 110 277 68 371 479 452 293 296 243 125 402 243 414 209 98 49 50 338 221 182 217 211 240 443 374 28
345 335 331 51 32 207 373 174 410 442 56 128 99 98 275 230 72 217 94 143 237 128 448 473 39 227 414 442 439 282 51 26
334 277 429 8 497 48 475 386 435 122 86 209 249 247 110 443 206 463 31 85 195 2 200 136 475 402 402 233 147 217 357 491
375 402 285 339 368 250 80 98 152 112 496 30
