238
1591
494 311 102 296 295 333 333 276 90 400 146 182 167 345 262 250 397 378 229 456 41 196 315 147 238 324 490 75 445 86 328 414
476 173 216 324 314 293 208 435 465 37 41 83 176 117 161 163 335 150 364 137 310 331 203 139 455 228 400 442 481 186 383 301
267 495 231 212 86 95 438 12 65 373 121 339 129 482 381 359 384 41 108 86 204 53 49 33 480 450 243 281 28 14 395 204
269 392 43 54 135 317 80 44 336 477 454 200 159 118 127 378 146 227 321 65 68 270 430 88 15 18 340 183 441 469 167 443
244 240 500 446 277 479 140 281 228 70 497 486 358 277 91 303 306 234 324 384 326 450 289 223 269 328 328 274 159 466 178 247
277 117 413 46 227 158 188 212 134 80 156 6 1 268 418 389 435 70 177 147 241 274 5 353 473 252 485 387 245 154 5 393
221 409 150 306 119 408 4 281 192 97 211 452 288 224 203 128 84 367 378 331 200 425 194 113 135 41 217 321 123 265 392 410
466 314 414 356 351 140 146 333 381 273 415 138 212 97 437 36 94 70 149 57 327 234 317 232 140 359 319 252 97 165 10 78
26 497 274 12 96 498 53 145 138 65 367 225 373 5 120 47 78 8 253 112 176 216 160 403 410 256 191 238 357 406 17 170
42 432 385 488 75 29 137 398 201 37 279 241 93 99 459 431 129 419 196 425 7 63 499 394 366 128 198 395 500 227 127 378
18 102 236 377 395 49 267 341 107 243 200 349 493 160 480 166 82 323 373 22 382 480 282 267 63 130 247 327 153 102 185 455
27 443 342 112 499 58 121 325 223 167 8 86 407 142 300 62 203 405 125 5 497 22 298 402 354 244 353 306 80 191 395 46
128 81 256 47 352 317 174 477 497 389 321 31 31 183 331 79 360 275 406 55 65 250 120 163 286 404 331 388 178 413 457 225
376 99 11 353 194 184 371 69 129 461 21 249 362 225 287 151 278 357 251 98 291 96 279 179 166 375 240 141 445 426 307 469
441 284 83 36 272 80 231 152 420 135 278 188 233 1 398 327 260 195 376 95 453 10 318 439 187 398 318 123 165 370 33 338
496 276 420 199 98 269 350 255 393 283 79 314 145 166 210 329 165 57 50 268 338 35 23 428 481 67 92 448 17 104 55 249
99 51 17 293 329 429 199 337 251 270 320 360 303 132 26 188 114 311 368 37 7 477 472 107 336 252 476 456 427 41 240 411
328 32 185 286 381 481 456 213 421 189 407 363 30 422 316 137 271 21 376 37 428 156 40 484 111 492 266 50 52 372 119 273
198 98 99 270 337 128 292 321 486 92 286 384 286 213 383 55 393 327 296 184 346 235 360 341 219 453 54 86 406 93 282 206
259 173 337 81 274 308 227 478 181 463 162 282 167 433 191 212 392 325 221 423 372 166 312 124 289 280 110 193 393 282 475 382
131 185 493 232 230 492 204 1 372 18 146 306 9 266 70 456 155 4 154 114 110 439 162 12 396 421 483 354 422 142 471 284
262 285 293 475 293 80 49 20 236 183 80 71 136 188 456 299 128 120 132 416 154 48 293 205 292 470 112 376 40 371 167 406
